"comparison","objectA","objectB","selected_at","completed","selected_object","judgement_time","task_diff","task_diff_duration","comparative_feedback","feedback_duration","total_duration","assessorR"
1709,"K17","d7f573c9a18444c1b18c4e62e4b5f9f6","17/09/2015 11:59",1,"d7f573c9a18444c1b18c4e62e4b5f9f6",3,2,"3","",15,21,"assessor02"
1710,"C19","59bbe0f37957c04823cce57361bc26ba","17/09/2015 12:00",1,"59bbe0f37957c04823cce57361bc26ba",15,4,"3","Verdeling van vlakken, indeling verschillende thema's ook visueel interessant",57,75,"assessor02"
1711,"H12","K10","17/09/2015 12:01",1,"H12",3,1,"2","Voorstelling is een geheel en verwijst naar onderliggende thematiek",NA,NA,"assessor02"
1712,"D14","E8","17/09/2015 12:02",1,"D14",5,2,"3","Beeldende ontwikkeling is overtuigend en inzichtelijk gemaakt",47,55,"assessor02"
1713,"K14","J11","17/09/2015 12:03",1,"K14",4,3,"6","",8,18,"assessor02"
1714,"F14","I19","17/09/2015 12:03",1,"F14",13,6,"4","",1,18,"assessor02"
1715,"786709f6b21b9f098a1c6cbea7fdac08","9b446c02b1d2fec409365483c212da9b","17/09/2015 12:04",1,"786709f6b21b9f098a1c6cbea7fdac08",6,1,"3","Vormtaal verwijst overtuigend naar onderliggende thema van technologie",NA,NA,"assessor02"
1716,"K14","E27","17/09/2015 12:05",1,"E27",9,4,"4","Voorstelling (balkjes voor ogen) in verschillende contexten intrigeert",38,51,"assessor02"
1717,"F5","E3","17/09/2015 12:06",1,"F5",5,5,"3","",2,10,"assessor02"
1718,"E29","f48ab1373fce7ff56fa9d6dc6eb9787b","17/09/2015 12:06",1,"E29",6,1,"26","Duidelijke beeldende ontwikkeling",NA,NA,"assessor02"
1719,"K26","C18","17/09/2015 12:08",1,"C18",36,5,"3","",5,44,"assessor02"
1720,"B6","A7","17/09/2015 12:09",1,"B6",18,3,"3","Interessante link naar thema van interactiviteit technologie en zintuigen",65,86,"assessor02"
1721,"F18","C1","17/09/2015 12:10",1,"F18",16,6,"5","Voorstelling maakt duidelijk verband met thema",57,78,"assessor02"
1722,"K10","E4","17/09/2015 12:12",1,"E4",39,7,"4","Veel tekst, weinig inzicht in beeldend vermogen - vooral negatieve keuze t.a.v. andere foto",30,73,"assessor02"
1723,"0410ebd8e853f8b3f21bf103193dabb2","E23","17/09/2015 12:13",1,"0410ebd8e853f8b3f21bf103193dabb2",5,2,"3","Codering als esthetische strategie is interessant concept",NA,NA,"assessor02"
1724,"E20","C16","17/09/2015 12:15",1,"C16",9,1,"3","Geometrische, eigen vormtaal, techniek is interessant",34,46,"assessor02"
1725,"A18","E23","17/09/2015 12:15",1,"A18",3,3,"3","Effectief kleurgebruik, verband tussen uiteenlopende beeldbronnen is helder",84,90,"assessor02"
1726,"H17","E23","18/09/2015 6:56",1,"H17",1577,6,"165","verschillende verbonden situaties gevisualiseerd in A, B meer uitwerking van 1",59,1801,"assessor12"
1727,"4316da0280389031ec4fde76dcb58b10","2920d4f4f2684f38b8167e1a99129821","18/09/2015 7:04",1,"2920d4f4f2684f38b8167e1a99129821",112,5,"3","foto B heeft een aantrekkelijke compositie om expressie te geven aan inhoud.",85,200,"assessor12"
1728,"E5","K24","18/09/2015 7:06",1,"K24",28,5,"5","B heeft originele verbanden tussen verschillende soorten voorstellingen, A meer uitwerking van 1 idee",54,87,"assessor12"
1729,"9125eb25d10dcb5fb57dfbdb59a1b74b","C14","18/09/2015 7:08",1,"9125eb25d10dcb5fb57dfbdb59a1b74b",44,4,"4","A is op eigenzinnige en originele wijze gestileerd en geabstraheerd.",35,83,"assessor12"
1730,"H10","K24","18/09/2015 7:09",1,"H10",48,5,"10","A persoonlijke visie mbt inhoudelijk onderwerp en verbanden tussen verschillende soorten voorstellingen",86,144,"assessor12"
1731,"E22","F5","18/09/2015 7:25",1,"F5",298,6,"4","B laat zien dat kennis en vaardigheden flexibel toegepast worden",81,383,"assessor12"
1732,"e5a81896770776be23d598d49ed65f03","59bbe0f37957c04823cce57361bc26ba","18/09/2015 7:28",1,"59bbe0f37957c04823cce57361bc26ba",59,4,"4","B vormen en vlakken eigenzinnig gestileerd, persoonlijke keuze verschillen voorstelling ter expressie",67,130,"assessor12"
1733,"C4","K18","18/09/2015 7:30",1,"K18",48,6,"4","B wegens originele stilering en abstrahering ",29,81,"assessor12"
1734,"D16","0410ebd8e853f8b3f21bf103193dabb2","18/09/2015 7:32",1,"0410ebd8e853f8b3f21bf103193dabb2",86,5,"3","B wegens originele verbanden tussensoorten voorstellingen en duidelijke expressie bedoeling",53,142,"assessor12"
1735,"H12","A14","18/09/2015 7:33",1,"H12",44,3,"6","A persoonlijke en originele visie en opvallende compositie",47,97,"assessor12"
1736,"H10","J7","18/09/2015 7:35",1,"J7",63,4,"3","B originele visie op onderwerpen, eigenzinnig gestileerd",57,123,"assessor12"
1737,"f55ee19306d07ae1f8a3a61c6053dd65","F9","18/09/2015 7:37",1,"f55ee19306d07ae1f8a3a61c6053dd65",28,2,"4","A verbanden tussen inhoudelijke onderwerpen en voorstellingen, weloverwogen compositie gericht op expressie bedoelde inhoud",122,154,"assessor12"
1738,"G3","A16","18/09/2015 7:41",1,"A16",110,6,"4","B hier is nog sprake van keuze van beeldende toelichting/inzicht, al is het magertjes",121,235,"assessor12"
1739,"E27","E5","18/09/2015 7:44",1,"E27",60,3,"3","A persoonlijke/originele keuze verbeelding van onderwerp",44,107,"assessor12"
1740,"J9","201ff93bed1856e467a73afca839da06","18/09/2015 7:45",1,"J9",17,4,"17","A Mooie stilering en vlakverdeling, weloverwogen compositie, expressief in kleurstellingen",57,91,"assessor12"
1741,"G9","J11","18/09/2015 7:47",1,"G9",43,5,"5","A eigenzinnig gestileerd/geabstraheerd",31,79,"assessor12"
1742,"I12b","K25","18/09/2015 7:50",1,"K25",141,7,"3","B lastig, maar wellicht qua compositie een puntje voor gerichte expressie van inhoud.",131,275,"assessor12"
1743,"54938ca135f9858cfb0c2a965718392e","F14","18/09/2015 7:53",1,"54938ca135f9858cfb0c2a965718392e",33,3,"5","A weloverwogen en opvallende, kleurrijke compositie met gerichte expressie van inhoud, eigenzinnig vlakverdeling",79,117,"assessor12"
1744,"H19","cdfa1effe52bc3c01fde3e290f57085b","18/09/2015 7:55",1,"cdfa1effe52bc3c01fde3e290f57085b",33,6,"3","B Opvallende compositie, mooi gestileerd, persoonlijke abstracte en originele visie",71,107,"assessor12"
1745,"C6","F5","18/09/2015 7:57",1,"C6",48,6,"4","A vormen en lijnen origineel gestileerd/geabstraheerd (al is de betekenis onduidelijk)",44,96,"assessor12"
1746,"E3","4467eca119993cc6d6059a5d725aa6c4","18/09/2015 8:03",1,"4467eca119993cc6d6059a5d725aa6c4",34,5,"8","B persoonlijke originele visie en keuze verbanden verschillende niet gangbare voorstellingen, kleurstelling ",77,119,"assessor12"
1747,"2920d4f4f2684f38b8167e1a99129821","I18","18/09/2015 8:05",1,"I18",39,6,"4","B vormen en lijnen origineel gestileerd",25,68,"assessor12"
1748,"K23","D14","18/09/2015 8:07",1,"D14",65,3,"5","B persoonlijke en originele visie mbt inhoud, origineel geabstraheerd",57,127,"assessor12"
1749,"e5a81896770776be23d598d49ed65f03","G3","18/09/2015 8:08",1,"e5a81896770776be23d598d49ed65f03",15,3,"4","A weloverwogen gekozen fotocollage van expressie bedoelde inhoud, verbanden tussen verschillende voorstellingen",67,86,"assessor12"
1750,"E30","C15","18/09/2015 8:10",1,"E30",31,3,"4","A persoonlijke en originele visie mbt inhoud en verbanden tekst met voorstellingen",47,82,"assessor12"
1751,"54938ca135f9858cfb0c2a965718392e","J15","18/09/2015 8:11",1,"54938ca135f9858cfb0c2a965718392e",17,3,"6","A weloverwogen fotocollage gericht op expressie inhoud, mooie vlakverdeling, z/w, kleur (koud blauw)",70,93,"assessor12"
1752,"A14","G1","18/09/2015 8:13",1,"A14",15,4,"3","A  compositie, kleur, stilering",37,55,"assessor12"
1753,"A16","I3","18/09/2015 8:14",1,"I3",15,6,"6","B originele visie inhoud en verbanden niet gangbare voorstellingen, overwogen compositie",80,101,"assessor12"
1754,"I2","K26","18/09/2015 8:16",1,"K26",71,6,"4","B gericht op expressie van betekenis (life), persoonlijk visie",59,134,"assessor12"
1755,"C9","K23","18/09/2015 8:18",1,"C9",55,3,"4","A persoonlijke keuze/visie en weloverwogen gekozen (en deels bewerkte) foto's ter expressie inhoud",60,119,"assessor12"
1756,"E24","I3","18/09/2015 8:20",1,"I3",43,4,"4","B weloverwogen en opvallend gekozen fotocollage gericht op expressie inhoud, originele keuzes",49,96,"assessor12"
1757,"201ff93bed1856e467a73afca839da06","ee7c0339be618ca65973144f3bb849ce","18/09/2015 8:22",1,"ee7c0339be618ca65973144f3bb849ce",35,3,"6","B vormen origineel gestileerd/geabstraheerd, expressie van inhoud",51,92,"assessor12"
1758,"C8","J13","18/09/2015 8:23",1,"C8",33,4,"4","A vorm/lijnen gestileerd, gericht op expressie van inhoud",60,97,"assessor12"
1759,"E23","A15","18/09/2015 8:25",1,"E23",34,3,"31","A weloverwogen gekozen foto's als expressie inhoud",46,111,"assessor12"
1760,"d6fba3cf86ddfa7a43b68ae7ee134b2a","45154a9e7c9638ad97b07b3e8baf525b","18/09/2015 8:27",1,"45154a9e7c9638ad97b07b3e8baf525b",54,6,"4","B Weloverwogen compositie, in het oog springen (al is de expressie van de betekenis niet duidelijk), origineel gestileerd/geabstraheerd",46,104,"assessor12"
1761,"E5","K17","18/09/2015 8:28",1,"E5",20,4,"4","A persoonlijke keuze, origineel gestileerd, goede compositie gericht op expressie jurk, teen in water originele twist",83,107,"assessor12"
1762,"I15","F18","18/09/2015 9:37",1,"I15",106,6,"4","A Mooi gestileerd/geabstraheerd, gericht op expressie van inhoud",52,162,"assessor12"
1763,"4e97803b18e84a03636d0ea4459a0809","4467eca119993cc6d6059a5d725aa6c4","18/09/2015 9:38",1,"4e97803b18e84a03636d0ea4459a0809",23,4,"6","A Verbanden leggen tussen verschillende voorstellingen, gericht op expressie bedoelde inhoud, weloverwogen collage, persoonlijke visie",81,110,"assessor12"
1764,"A7","G1","18/09/2015 9:40",1,"A7",12,3,"3","A Vorm collage, z/w en kleur, verbanden tussen verschillende soorten voorstellingen",74,89,"assessor12"
1765,"E29","C4","18/09/2015 9:42",1,"E29",21,5,"3","A persoonlijke keuze mbt inhoud een voorstellingen, gericht op expressie betekenis",51,75,"assessor12"
1766,"D16","11932db57791df696a819ee36383b36f","18/09/2015 9:43",1,"11932db57791df696a819ee36383b36f",46,6,"3","B persoonlijke visie, expressie op inhoud, expressief in grijs in overeenstemming met betekenissen",70,119,"assessor12"
1767,"I15","D5","18/09/2015 9:45",1,"D5",22,3,"5","B Verbanden met verschillende voorstellingen, abstract, weloverwogen compositie gericht op de tegengestelde inhouden",78,105,"assessor12"
1768,"1b2bf88d0cf06c8dfb2d58e0b4579f35","965443f7a817be579b5cd51aebfd15f7","18/09/2015 9:47",1,"1b2bf88d0cf06c8dfb2d58e0b4579f35",32,4,"4","A eigen originele visie mbt inhoudelijk onderwerp, stilering/abstrahering bloem",41,77,"assessor12"
1769,"J5","C15","18/09/2015 9:49",1,"J5",61,6,"4","A Kleurgebruik expressief, stilering/abstrahering, expressie van inhoud",40,105,"assessor12"
1770,"F3","ee7c0339be618ca65973144f3bb849ce","18/09/2015 9:50",1,"ee7c0339be618ca65973144f3bb849ce",37,4,"4","B eigenzinnige stilering/abstrahering vormen",26,67,"assessor12"
1771,"K20","A15","18/09/2015 9:51",1,"K20",15,4,"3","A eigenzinnige stilering, weloverwogen compositie gericht op expressie",39,57,"assessor12"
1772,"A14","F9","18/09/2015 9:52",1,"A14",19,4,"3","A Compositie, kleurgebruik, al is inhoud onduidelijk",31,53,"assessor12"
1773,"I15","F3","18/09/2015 9:53",1,"I15",28,5,"6","A visie onderwerp, stilering/abstrahering, expressie van inhoud",55,89,"assessor12"
1774,"E29","B6","18/09/2015 9:55",1,"E29",43,6,"4","A weloverwogen collage gericht op expressie betekenis, effecten die opgeroepen worden ",67,114,"assessor12"
1775,"ee7c0339be618ca65973144f3bb849ce","H12","18/09/2015 9:56",1,"H12",14,4,"4","B compositie weloverwogen, kleurgebruik, verbinden soorten voorstellingen",30,48,"assessor12"
1776,"0ff122df35e6ed7d06b637d474d7eb49","H3","18/09/2015 9:57",1,"0ff122df35e6ed7d06b637d474d7eb49",30,5,"3","A compositie weloverwogen, in het oog springend, eigenzinnig, verbanden tussen twee verschillende voorstellingen gemaakt",47,80,"assessor12"
1777,"E27","K20","18/09/2015 9:59",1,"K20",37,6,"3","B compositie, gericht op expressie inhoud, abstrahering/stilering",45,85,"assessor12"
1778,"G10","786709f6b21b9f098a1c6cbea7fdac08","18/09/2015 10:01",1,"786709f6b21b9f098a1c6cbea7fdac08",57,6,"4","B Abstrahering/stilering, compositie in het oog springend, eigenzinnig",42,103,"assessor12"
1779,"K24","H17","18/09/2015 10:02",1,"K24",21,6,"4","A verbanden tussen verschillende soorten voorstellingen",41,66,"assessor12"
1780,"C1","ea230cb808b6557485b8dc7db1a0a86a","18/09/2015 10:04",1,"ea230cb808b6557485b8dc7db1a0a86a",66,6,"3","B persoonlijke keuze mbt onderwerp en verschillende soorten voorstellingen, kleurgebruik gericht op effect die de maker wilt uitdrukken, compositie gericht op expressie inhoud",85,154,"assessor12"
1781,"0410ebd8e853f8b3f21bf103193dabb2","5424045be2c80e896ef02f09bf8808d7","18/09/2015 10:06",1,"5424045be2c80e896ef02f09bf8808d7",34,5,"4","B compositie gericht op expressie inhoud, persoonlijke keuze mbt inhoud en verbanden verschillende soorten voorstellingen, expressief gericht op betekenis",64,102,"assessor12"
1782,"J7","A6","18/09/2015 10:08",1,"J7",39,5,"3","A vormen/lijnen gestileerd geabstraheerd, compositie gericht op expressie bedoelde inhoud",49,91,"assessor12"
1783,"5eee9f0e60b7c6c9717def7892237bb6","H12","18/09/2015 12:49",1,"5eee9f0e60b7c6c9717def7892237bb6",56,6,"3","A weloverwogen compositie gericht op expressie van gedetailleerde inhoud",69,128,"assessor12"
1784,"J13","E5","18/09/2015 12:51",1,"J13",14,6,"3","A persoonlijk, expressief kleurgebruik gericht op beoogde effecten, abstrahering gezicht",60,77,"assessor12"
1785,"9125eb25d10dcb5fb57dfbdb59a1b74b","3e214041981e81f9fd99ca069cf98325","18/09/2015 12:53",1,"3e214041981e81f9fd99ca069cf98325",54,7,"3","B persoonlijke keuze/visie inhoud in verbinding gebracht met verschillende soorten voorstellingen, eigenzinnig gestileerd/geabstraheerd met aandacht voor compositie en kleur",76,133,"assessor12"
1786,"K20","e5a81896770776be23d598d49ed65f03","18/09/2015 12:55",1,"K20",17,6,"3","A stilering, expressie van inhoud",31,51,"assessor12"
1787,"da10dd2f875c94b2f976147315a321cd","F4","18/09/2015 12:56",1,"da10dd2f875c94b2f976147315a321cd",40,5,"2","A originele keuze/visie onderwerp en verbanden gelegd met passende verschillende voorstellingen, oog voor composities, expressieve expressie van inhoud. ",76,118,"assessor12"
1788,"e6a2aa6b4f60dcdfcc0ab434c9db7457","3649ba8db06d94c8b79911d940ba289c","18/09/2015 12:58",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",44,6,"4","A opvallende in het oog springende gekozen voorstellingen voor expressie inhoud",39,87,"assessor12"
1789,"K27","ac669b056cd33482fad55d756497b177","18/09/2015 13:09",1,"K27",230,5,"6","A stilering, weloverwogen compositie gericht op expressie inhoud",46,282,"assessor12"
1790,"ac669b056cd33482fad55d756497b177","E4","18/09/2015 13:11",1,"E4",79,5,"4","B Alhoewel tekstueel, is het gebruik van kleur persoonlijk en de compositie van de tekstblokken in het oog springend. ",88,171,"assessor12"
1791,"H3","1a044b43ab4eca593fa07c0b69e55cc3","18/09/2015 13:14",1,"1a044b43ab4eca593fa07c0b69e55cc3",51,5,"3","B persoonlijk en originele keuze/visie inhoud en verbanden verschillende voorstellingen, abstrahering/stilering, kleurgebruik voor effecten",71,125,"assessor12"
1792,"C6","I8","18/09/2015 13:16",1,"C6",16,4,"3","A stilering vormen, abstrahering, al is de inhoud niet erg duidelijk.",55,74,"assessor12"
1793,"f55ee19306d07ae1f8a3a61c6053dd65","B8","18/09/2015 13:17",1,"f55ee19306d07ae1f8a3a61c6053dd65",28,3,"3","A keuze inhoud en verbanden leggen met verschillende soorten voorstellingen",54,85,"assessor12"
1794,"G1","f55ee19306d07ae1f8a3a61c6053dd65","18/09/2015 13:18",1,"f55ee19306d07ae1f8a3a61c6053dd65",6,4,"6","B keuze/visie inhoud in verbinding gelegd met verschillende soorten voorstellingen",33,45,"assessor12"
1795,"F14","D5","18/09/2015 13:19",1,"D5",29,6,"2","B compositie, vormgeving, inhoud gerelateerd aan voorstellingen",39,70,"assessor12"
1796,"965443f7a817be579b5cd51aebfd15f7","5eee9f0e60b7c6c9717def7892237bb6","18/09/2015 13:21",1,"5eee9f0e60b7c6c9717def7892237bb6",46,5,"3","B keuze inhoud en voorstellingen, compositie weloverwogen gericht op expressie van inhoud in detail",43,92,"assessor12"
1797,"9b446c02b1d2fec409365483c212da9b","I17","18/09/2015 13:26",1,"I17",254,2,"4","B het beeld is gericht op het oproepen van betekenis. ",167,425,"assessor04"
1798,"K23","94d9699732e50f271a89808b9575139b","18/09/2015 13:22",1,"94d9699732e50f271a89808b9575139b",7,4,"5","B compositie, kleurgebruik, verschillende soorten voorstellingen",34,46,"assessor12"
1799,"ea230cb808b6557485b8dc7db1a0a86a","A14","18/09/2015 13:23",1,"ea230cb808b6557485b8dc7db1a0a86a",13,4,"3","A compositie, kleurgebruik, visie inhoud in verbinding met voorstellingen",39,55,"assessor12"
1800,"J15","4467eca119993cc6d6059a5d725aa6c4","18/09/2015 13:24",1,"4467eca119993cc6d6059a5d725aa6c4",9,4,"3","B inhoud/visie in verband met verschillende voorstellingen, kleur en vormen in overeenstemming met specifieke effecten",87,99,"assessor12"
1801,"A14","94d9699732e50f271a89808b9575139b","18/09/2015 13:25",1,"94d9699732e50f271a89808b9575139b",8,3,"4","B compositie, expressie, verbinden voorstellingen",26,38,"assessor12"
1802,"1b2bf88d0cf06c8dfb2d58e0b4579f35","ee7c0339be618ca65973144f3bb849ce","18/09/2015 13:26",1,"ee7c0339be618ca65973144f3bb849ce",19,6,"4","B stilering, abstrahering",13,36,"assessor12"
1803,"K17","C1","18/09/2015 13:27",1,"C1",15,3,"5","B persoonlijke keuze mbt inhoud in verbinding met voorstellingen",40,60,"assessor12"
1804,"E1","E21","18/09/2015 13:29",1,"E1",68,6,"5","A Compositie collage, expressie inhoud, stilering, kleurgebruik afbeeldingen",42,115,"assessor12"
1805,"C11","E20","18/09/2015 13:29",1,"C11",14,2,"15","In het oog spingende compositie. ",26,55,"assessor04"
1806,"K23","cdfa1effe52bc3c01fde3e290f57085b","18/09/2015 13:30",1,"cdfa1effe52bc3c01fde3e290f57085b",9,3,"10","B Compositie, stilering, kleurgebruik, persoonlijke visie",48,67,"assessor12"
1807,"J7","J9","18/09/2015 13:30",1,"J9",41,5,"7","",65,113,"assessor04"
1808,"E8","482d7a26ee61f1a3c7a58a495e9f2b54","18/09/2015 13:32",1,"E8",81,4,"4","A eigen visie gerelateerd aan voorstellingen",36,121,"assessor12"
1809,"da10dd2f875c94b2f976147315a321cd","A14","18/09/2015 13:32",1,"da10dd2f875c94b2f976147315a321cd",16,2,"36","Eigen persoonlijke stijl. Interessant hoe de bestaande afbeeldingen gebruikt worden in nieuwe vormen en zo een nieuwe betekenis krijgen. ",54,106,"assessor04"
1810,"G1","K17","18/09/2015 13:34",1,"G1",53,7,"3","A Compositie is helder, al is het tekstueel. Subtiel kleurgebruik.",41,97,"assessor12"
1811,"I3","E11","18/09/2015 13:34",1,"I3",14,1,"3","Kleurgebruik is weloverwogen en springt in het oog. ",20,37,"assessor04"
1812,"J5","ee7c0339be618ca65973144f3bb849ce","18/09/2015 13:34",1,"ee7c0339be618ca65973144f3bb849ce",12,3,"6","Origineel in de wijze waarop gezocht wordt naar verchillende manieren van het weergevenvan een beeld. ",48,66,"assessor04"
1813,"I18","D16","18/09/2015 13:35",1,"I18",28,6,"4","A stilering, abstraheren, compositie weloverwogen",30,62,"assessor12"
1814,"A7","C1","18/09/2015 13:35",1,"A7",13,2,"17","Onderwerp is origineel visueel vormgegeven. ",49,79,"assessor04"
1815,"A16","K27","18/09/2015 13:36",1,"K27",40,6,"3","B compositie weloverwogen, abstrahering, stilering",29,72,"assessor12"
1816,"H10","482d7a26ee61f1a3c7a58a495e9f2b54","18/09/2015 13:38",1,"482d7a26ee61f1a3c7a58a495e9f2b54",82,3,"5","Opvallend origineel lijnenspel. ",62,149,"assessor04"
1817,"G1","1a044b43ab4eca593fa07c0b69e55cc3","18/09/2015 13:37",1,"1a044b43ab4eca593fa07c0b69e55cc3",17,4,"3","B persoonlijke visie inhoud in verbinding met beeld, abstrahering, kleurgebruik, compositie opvallend.",43,63,"assessor12"
1818,"965443f7a817be579b5cd51aebfd15f7","J9","18/09/2015 13:38",1,"J9",16,5,"3","B weloverwogen compositie, voorstelling assemblage, kleurgebruik, ",50,69,"assessor12"
1819,"K24","E21","18/09/2015 13:39",1,"E21",31,5,"5","B persoonlijke keuze/visie in verbinding met voorstellingen, compositie weloverwogen, abstrahering",56,92,"assessor12"
1820,"I17","A9","18/09/2015 13:40",1,"I17",32,1,"7","Origineel in eigen stijl. Figuur voor een getekende achtergrond geeft een eigen stijl weer. Verschillende houdingen. ",58,97,"assessor04"
1821,"E11","F7","18/09/2015 13:41",1,"E11",43,6,"4","A origineel in het wegstrepen van woorden en zo een andere/nieuwe betekenis geven aan de tekst. ",37,84,"assessor04"
1822,"G1","E29","18/09/2015 13:43",1,"E29",26,1,"6","B Geeft zijn / haar originele beeldende vaardigheid weer door het visueel vormgeven van het onderwerp. Verschillende materialen worden hierbij gebruikt. ",108,140,"assessor04"
1823,"0ff122df35e6ed7d06b637d474d7eb49","H2","18/09/2015 13:45",1,"0ff122df35e6ed7d06b637d474d7eb49",12,1,"4","Op originele wijze worden twee op het eerste gezicht losstaande beelden aan elkaar verbonden. ",36,52,"assessor04"
1824,"F18","f55ee19306d07ae1f8a3a61c6053dd65","18/09/2015 13:46",1,"F18",46,3,"3","A creeert een nieuw compleet beeld terwijl bij B de afbeeldingen nog naast elkaar staan zonder dat deze verbonden worden aan elkaar. ",72,121,"assessor04"
